Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202205,302130015,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), headed and gutted",KGM,"807,080","42,659",0,0,"807,080","42,659",Final,,,,
202205,302130029,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,673,146","77,606",0,0,"1,673,146","77,606",Final,,,,
202205,302240010,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), whole",KGM,"11,717","1,263",0,0,"11,717","1,263",Final,,,,
202205,302240029,"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,448,39,0,0,448,39,Final,,,,
202205,302290002,"Fish; fresh or chilled, flounder, whole",KGM,"175,259","14,791",0,0,"175,259","14,791",Final,,,,
202205,302290012,"Fish; fresh or chilled, lemon sole, whole",KGM,113,13,0,0,113,13,Final,,,,
202205,302290028,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, whole",KGM,"1,535",199,0,0,"1,535",199,Final,,,,
202205,302290031,"Fish; fresh or chilled, flounder, headed and gutted",KGM,"6,916",428,0,0,"6,916",428,Final,,,,
202205,302290063,"Fish; fresh or chilled, flounder, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"50,015","2,620",0,0,"50,015","2,620",Final,,,,
202205,302290097,"Fish; fresh or chilled, flat fish n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,76,6,0,0,76,6,Final,,,,
202205,302310011,"Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), headed and gutted",KGM,"11,258","1,034",0,0,"11,258","1,034",Final,,,,
202205,302320001,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), whole",KGM,"1,589",61,0,0,"1,589",61,Final,,,,
202205,302340010,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), whole",KGM,"61,691","1,696",0,0,"61,691","1,696",Final,,,,
202205,302340029,"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"3,997",529,0,0,"3,997",529,Final,,,,
202205,302350033,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), whole",KGM,"117,239","5,298",0,0,"117,239","5,298",Final,,,,
202205,302350035,"Fish; fresh or chilled, Pacific bluefin tunas (Thunnus orientalis), headed and gutted",KGM,"18,385","2,405",0,0,"18,385","2,405",Final,,,,
202205,302360010,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), whole",KGM,"809,869","57,319",0,0,"809,869","57,319",Final,,,,
202205,302360029,"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"73,561","9,753",0,0,"73,561","9,753",Final,,,,
202205,302390007,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, whole",KGM,"1,841",168,0,0,"1,841",168,Final,,,,
202205,302440010,"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), whole",KGM,"2,330",210,0,0,"2,330",210,Final,,,,
202205,302470015,"Fish; fresh or chilled, swordfish (Xiphias gladius), headed and gutted",KGM,"292,041","20,833",0,0,"292,041","20,833",Final,,,,
202205,302470029,"Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"95,945","6,381",0,0,"95,945","6,381",Final,,,,
202205,302490019,"Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,153",69,0,0,"1,153",69,Final,,,,
202205,302510010,"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), whole",KGM,"19,036",981,0,0,"19,036",981,Final,,,,
202205,302540015,"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), headed and gutted",KGM,"15,675","2,229",0,0,"15,675","2,229",Final,,,,
202205,302590010,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, whole",KGM,"2,494",93,0,0,"2,494",93,Final,,,,
202205,302590015,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, headed and gutted",KGM,"3,505",305,0,0,"3,505",305,Final,,,,
202205,302590029,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"9,640",460,0,0,"9,640",460,Final,,,,
202205,302740010,"Fish; fresh or chilled, eels (Anguilla spp.), whole",KGM,"4,820",300,0,0,"4,820",300,Final,,,,
202205,302740029,"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"4,891",497,0,0,"4,891",497,Final,,,,
202205,302810010,"Fish; fresh or chilled, dogfish and other sharks, whole",KGM,"158,827","13,415",0,0,"158,827","13,415",Final,,,,
202205,302810015,"Fish; fresh or chilled, dogfish and other sharks, headed and gutted",KGM,"173,403","20,687",0,0,"173,403","20,687",Final,,,,
202205,302810029,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"63,579","7,657",0,0,"63,579","7,657",Final,,,,
202205,302850010,"Fish; fresh or chilled, seabream (Sparidae), snapper, whole",KGM,"2,858,319","235,999",0,0,"2,858,319","235,999",Final,,,,
202205,302850019,"Fish; fresh or chilled, seabream (Sparidae), other than snapper, whole",KGM,"35,125","3,274",0,0,"35,125","3,274",Final,,,,
202205,302850033,"Fish; fresh or chilled, seabream (Sparidae), snapper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"1,394",183,0,0,"1,394",183,Final,,,,
202205,302891010,"Fish; fresh or chilled, bluenose, whole",KGM,"250,372","15,034",0,0,"250,372","15,034",Final,,,,
202205,302891015,"Fish; fresh or chilled, groper, whole",KGM,"256,609","14,005",0,0,"256,609","14,005",Final,,,,
202205,302891019,"Fish; fresh or chilled, gurnard, whole",KGM,"17,043","1,888",0,0,"17,043","1,888",Final,,,,
202205,302891025,"Fish; fresh or chilled, John Dory, whole",KGM,"182,040","15,355",0,0,"182,040","15,355",Final,,,,
202205,302891039,"Fish; fresh or chilled, mullet, whole",KGM,"4,082",330,0,0,"4,082",330,Final,,,,
202205,302891049,"Fish; fresh or chilled, tarakihi, whole",KGM,"16,207","1,840",0,0,"16,207","1,840",Final,,,,
202205,302891055,"Fish; fresh or chilled, trevally, whole",KGM,"103,937","12,737",0,0,"103,937","12,737",Final,,,,
202205,302891065,"Fish; fresh or chilled, yellowtail kingfish, whole",KGM,"60,844","4,447",0,0,"60,844","4,447",Final,,,,
202205,302891079,"Fish; fresh or chilled, n.e.c. in heading 0302, whole",KGM,"211,226","14,954",0,0,"211,226","14,954",Final,,,,
202205,302892010,"Fish; fresh or chilled, bluenose, headed and gutted",KGM,"22,187","1,560",0,0,"22,187","1,560",Final,,,,
202205,302892015,"Fish; fresh or chilled, groper, headed and gutted",KGM,"102,786","9,452",0,0,"102,786","9,452",Final,,,,
202205,302892059,"Fish; fresh or chilled, yellowtail kingfish, headed and gutted",KGM,"1,014",47,0,0,"1,014",47,Final,,,,
202205,302892079,"Fish; fresh or chilled, n.e.c. in heading 0302, headed and gutted",KGM,"226,780","21,597",0,0,"226,780","21,597",Final,,,,
202205,302899011,"Fish; fresh or chilled, bluenose, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"64,599","4,455",0,0,"64,599","4,455",Final,,,,
202205,302899013,"Fish; fresh or chilled, groper, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"224,126","18,324",0,0,"224,126","18,324",Final,,,,
202205,302899021,"Fish; fresh or chilled, John Dory, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,450,40,0,0,450,40,Final,,,,
202205,302899033,"Fish; fresh or chilled, tarakihi, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,263,44,0,0,263,44,Final,,,,
202205,302899079,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99, other than whole or headed and gutted",KGM,"397,211","37,385",0,0,"397,211","37,385",Final,,,,
202205,302910019,"Fish; fresh or chilled, livers, roes and milt, n.e.c. in item 0302.91",KGM,249,25,0,0,249,25,Final,,,,
